custid|custname|city|country|territory|type|status|parentid|pname
10613|M/A-COM Technology Solutions, Inc. - MA - Hale Street|MA|US|AWR-NE|Site|On Maintenance|9121|M/A-COM Technology Solutions, Inc.
10614|Kristopher Coffman - Personal License|TX|US|AWR-CE|Enterprise|University Graduate|10614|Kristopher Coffman
10615|Hytera Mobilfunk GmbH|Bad Muender|DE|AWR-DE|Enterprise|Off Maintenance|10615|Hytera Mobilfunk GmbH
10616|National Instruments Switzerland|Aargau|CH|WLB|Site|On Maintenance|6564|National Instruments
10619|DSO National Laboratories|missing|SG|AWR-TSMC|Enterprise|Off Maintenance|10619|DSO National Laboratories
10621|Jaswinder Singh - Personal License|TX|US|AWR-CE|Enterprise|University Graduate|10621|Jaswinder Singh
10622|Lockheed Martin Space Systems Company - Sunnyvale|CA|US|AWR-NW|Regional Office|Off Maintenance|10010004|Lockheed Martin Corporation
10623|Narvik University College|Narvik|NO|AWR-NI|NI Academic|On Maintenance|10623|Narvik University College
10624|National Instruments (Czech Republic), s.r.o.|Praha|CZ|RSA|Site|On Maintenance|6564|National Instruments
10625|Northeastern University|MA|US|AWR-NE|University|On Maintenance|10625|Northeastern University
10626|St. Jude Medical|CA|US|AWR-SW|Enterprise|On Maintenance|10626|St. Jude Medical
10627|National Instruments d.o.o. - Slovenia|Celje|SI|AWR-EU|Site|On Maintenance|6564|National Instruments
10628|National Instruments Poland Sp. z o.o.|Warszawa|PL|RSO|Site|On Maintenance|6564|National Instruments
1063|Astyx GmbH - Communication & Sensors|Ottobrunn|DE|AWR-DE|Enterprise|Off Maintenance|1063|Astyx GmbH
10630|Fiber-Span|NJ|US|AWR-NE|Enterprise|Off Maintenance|10630|Fiber-Span
10631|Amal Jyothi College of Engineering |Kerala|IN|AWR-NI|University|Ex-Customer|10631|Amal Jyothi College of Engineering 
10632|Pune Institute of Computer Technology|Maharashtra|IN|AWR-NI|University|On Maintenance|10632|Pune Institute of Computer Technology
10633|National Institute of Technology Durgapur - Department of Electronics and Communication Engineering|West Bengal|IN|AWR-AP|Enterprise|Ex-Customer|10633|National Institute of Technology Durgapur
10634|Daniel Slichter - Personal License|CA|US|AWR-NW|Enterprise|University Graduate|10634|Daniel Slichter
10640|Channelot|Tel-Aviv|IL|AWR-IL|Enterprise|On Maintenance|10640|Channelot
10641|Fatih University - Faculty of Engineering - Department of Electrical and Electronics Engineering|Istanbul|TR|AWR-NI|University|On Maintenance|10641|Fatih University
10642|National Instruments Sweden AB|Kista|SE|AWR-SC|Site|On Maintenance|6564|National Instruments
10643|Triquint Semiconductor - UK|Northamptonshite|GB|AWR-UK|Regional Office|On Maintenance|665|TriQuint Semiconductor
10644|Preco Electronics|ID|US|AWR-NW|Enterprise|Off Maintenance|10644|Preco Electronics
10645|Christ University - Faculty of Engineering - Kengeri Campus|Karnataka|IN|AWR-NI|University|On Maintenance|10645|Christ University
10646|National Instruments Hungary Kft. - Debrecen|Debrecen|HU|RSH|Site|On Maintenance|6564|National Instruments
10647|Renier Siebrits - Personal License|Western Cape |ZA|DSC|Enterprise|University Graduate|10647|Renier Siebrits
1065|Tokyo Institute of Technology - EE Department  Matsuzawa/Okada Lab., Department of Physical Electronics, Graduate School of Science and Engineering|Tokyo|JP|NI-JP|University|Ex-Customer|1065|Tokyo Institute of Technology
10650|Binghamton University - Thomas J Watson School of Engineering and Applied Science (SUNY)|NY|US|AWR-NI|University|On Maintenance|10650|Binghamton University
10652|Creative Digital Systems Integration|CA|US|AWR-SW|Enterprise|Off Maintenance|10652|Creative Digital Systems Integration
10653|Andriy Gordiyenko RF-Engineering & Consulting|Muenchen|DE|AWR-DE|Enterprise|Consultant|10653|Andriy Gordiyenko RF-Engineering & Consulting
10654|Fujitsu Laboratories Ltd. - Network System Lab|Kanagawa|JP|AWR-JP|Regional Office|Off Maintenance|10040049|Fujitsu
10655|L-3 Communications - Warrior Systems - Insight|NH|US|AWR-NE|Regional Office|On Maintenance|9134|L-3 Communications Holdings, Inc.
10656|Shanghai Institute of Microsystemáand InformationáTechnology (mar-14)|Shanghai|CN|AWR-TSMC|Enterprise|Off Maintenance|10656|Shanghai Institute of Microsystem?and Information?Technology (mar-14)
10657|LiteOn Technology Corp (mar-14)|Taipei|TW|AWR-TSMC|Enterprise|Off Maintenance|10657|LiteOn Technology Corp (mar-14)
10658|National Instruments Malaysia Sdn. Bhd.|Penang|MY|AWR-TSMC|Site|On Maintenance|6564|National Instruments
10659|National Defense University - Chung Cheng Institute of Technology|Tauyuan County |TW|AWR-NI|University|On Maintenance|10659|National Defense University
10660|Sentinelle Medical Inc.|ON|CA|AWR-NE|Enterprise|On Maintenance|10660|Sentinelle Medical Inc.
10661|National Instruments - Colombia|Bogotß|CO|NI-CO|Rep|On Maintenance|6564|National Instruments
10662|Vadum, Inc.|NC|US|AWR-SE|Enterprise|On Maintenance|10662|Vadum, Inc.
10663|Fujitsu Laboratories Ltd. - Advanced Wireless Laboratory (mar-14)|Kanagawa|JP|AWR-JP|Regional Office|Off Maintenance|10040049|Fujitsu
10664|ApexPlus Technologies|Hyderabad|IN|IDA|Enterprise|Out of Business|10664|ApexPlus Technologies
10665|Nextivity Inc.|CA|US|AWR-SW|Enterprise|On Maintenance|10665|Nextivity Inc.
10666|Peopleworks Inc.|Seoul|KR|AWR-KR|Enterprise|On Maintenance|10666|Peopleworks Inc.
10668|National Institute of Standards and Technology (NIST) - Non-commercial Research|CO|US|AWR-SW|Regional Office|On Maintenance|7423|U.S. Department of Commerce
10669|Kitami Institute of Technology - Department of Electrical and Electronic Engineering|Hokkaido|JP|AWR-NI|University|Ex-Customer|10669|Kitami Institute of Technology
1067|Tohoku Institute of Technology|Tahakuku|JP|NI-JP|University|Ex-Customer|1067|Tohoku Institute of Technology
10670|Panasonic Corporation - R&D (apr-13)|Osaka  |JP|AWR-JP|Regional Office|Off Maintenance|9429|Panasonic
10671|Panasonic Israel|Yokneam Illit|IL|AWR-IL|Enterprise|On Maintenance|10671|Panasonic Israel
10672|Scientific and Production Enterprise New Telecommunications Technology, LLC (mar-14)|St. Petersburg|RU|AWR-EU|Enterprise|Off Maintenance|10672|Scientific and Production Enterprise New Telecommunications Technology, LLC (mar-14)
10673|Pro Patria Electronics Kft (mar-14)|Budapest|HU|RSH|Enterprise|Off Maintenance|10673|Pro Patria Electronics Kft (mar-14)
10674|KMW, Inc. - Head Office|Kyungki-do|KR|AWR-KR|Enterprise|On Maintenance|10674|KMW, Inc.
10675|Evan Hollenshade - Personal License|VA|US|AWR-SE|Enterprise|University Graduate|10675|Evan Hollenshade
10676|National Instruments Asia Minor - Istanbul|Istanbul|TR|ANE|Site|On Maintenance|6564|National Instruments
10677|National University of Science and Technology (MISIS)|Moscow|RU|AWR-NI|University|On Maintenance|10677|National University of Science and Technology (MISIS)
10678|Nolan Laboratories Inc|CO|US|AWR-SW|Enterprise|On Maintenance|10678|Nolan Laboratories Inc
10679|Taganrog Scientific Institute for Communication (OAO TNIIS)|Taganrog|RU|ETR|Enterprise|Off Maintenance|10679|Taganrog Scientific Institute for Communication (OAO TNIIS)
10680|H&D Wireless|Kista|SE|AWR-SC|Enterprise|On Maintenance|10680|H&D Wireless
10682|National Instruments Lebanon Corporation|Beirut|LB|SMC|Site|On Maintenance|6564|National Instruments
10683|National Instruments Bangalore|Karnataka|IN|AWR-AP|Site|On Maintenance|6564|National Instruments
10684|Harp Technologies Ltd.|Espoo|FI|AWR-APL|Enterprise|Off Maintenance|10684|Harp Technologies Ltd.
10685|National Instruments Singapore (Pte) Ltd.|Singapore|SG|AWR-AP|Site|On Maintenance|6564|National Instruments
10686|University College London|London|GB|AWR-UK|University|On Maintenance|10686|University College London
10687|Hill Air Force Base|UT|US|AWR-SW|Enterprise|On Maintenance|10687|Hill Air Force Base
10689|RFMICROTEK|Accra|GH|AWR-EU|Enterprise|On Maintenance|10689|RFMICROTEK
1069|NHK - Broadcasting Technological Lab|Tokyo|JP|AWR-JP|Enterprise|Ex-Customer|1069|NHK
10690|National Instruments - South Korea|Seoul|KR|AWR-AP|Site|On Maintenance|6564|National Instruments
10691|AAI Corporation/Textron Systems|MD|US|AWR-SE|Enterprise|On Maintenance|10691|AAI Corporation/Textron Systems
10692|National Instruments Hong Kong Ltd.|New Territories|HK|RSK|Site|On Maintenance|6564|National Instruments
10693|Eta Devices, Inc. - Sweden|Tyres÷|SE|AWR-SC|Site|On Maintenance|10567|Eta Devices, Inc.
10694|Boeing Satellite Systems - El Segundo|CA|US|AWR-SW|Site|On Maintenance|954|Boeing Company
10695|Radio Engineering Institute (OJSC)|Moscow|RU|ETR|Enterprise|On Maintenance|10695|Radio Engineering Institute (OJSC)
10696|NPK NIIDAR (OJSC)|Moscow|RU|ETR|Enterprise|On Maintenance|10696|NPK NIIDAR (OJSC)
10697|Fujitsu Limited  - KSP - Network System Laboratories|Kanagawa |JP|AWR-JP|Regional Office|On Maintenance|10040049|Fujitsu
10698|Antares Defence Systems Ltd. |Herefordshire|GB|AWR-UK|Enterprise|On Maintenance|10698|Antares Defence Systems Ltd. 
10699|Physikalisch-Technische Bundesanstalt                                                 |Braunschweig|DE|AWR-DE|University|Ex-Customer|10699|Physikalisch-Technische Bundesanstalt                                                 
10701|ERAS Inc. - Raytheon Contractor|VA|US|AWR-SE|Regional Office|On Maintenance|6173|Raytheon
10702|Werlatone, Inc. - Mississauga|ON|CA|AWR-NE|Site|On Maintenance|7053|Werlatone, Inc.
10703|Advanced Systems Laboratory (ASL) - Ministry of Defence, R&D Organisation|Andhra Pradesh|IN|IDA|Enterprise|Off Maintenance|10703|Advanced Systems Laboratory (ASL)
10704|University of Cape Town - Electrical Engineering|Rondebosch|ZA|DSC|University|On Maintenance|10704|University of Cape Town
10705|Grace Wang - Personal License|NY|US|AWR-NE|Enterprise|University Graduate|10705|Grace Wang
10706|University of North Texas|TX|US|AWR-CE|University|On Maintenance|10706|University of North Texas
10707|Beijing Zhongke Yiwei Co., Ltd.|Beijing|CN|AWR-TSMC|Enterprise|Off Maintenance|10707|Beijing Zhongke Yiwei Co., Ltd.
10708|Busan Technopark|Busan|KR|AWR-KR|University|Off Maintenance|10708|Busan Technopark
10709|PILKOR CND Co., Ltd.|Kyunggi-do|KR|AWR-KR|Enterprise|Off Maintenance|10709|PILKOR CND Co., Ltd.
10711|Simicon Ltd. (jul-14)|Saint Petersburg|RU|ETR|Enterprise|Off Maintenance|10711|Simicon Ltd. (jul-14)
10712|ZAO VNIIRA-Navigator (jul-13)|Saint-Petersburg|RU|ETR|Enterprise|Off Maintenance|10712|ZAO VNIIRA-Navigator (jul-13)
10713|Behrendt Designs|CA|US|AWR-NW|Enterprise|Off Maintenance|10713|Behrendt Designs
10715|STAR Dynamics Corporation|OH|US|AWR-NE|Enterprise|On Maintenance|10715|STAR Dynamics Corporation
10716|Active Wave Technology|CA|US|AWR-SW|Enterprise|Off Maintenance|10716|Active Wave Technology
10717|Midwest Microwave Solutions Inc.|IA|US|WTA|Enterprise|On Maintenance|10717|Midwest Microwave Solutions Inc.
10718|Texas Instruments (TI) - Plano|TX|US|AWR-CE|Site|On Maintenance|6757|Texas Instruments (TI)
10719|4th Research Institute of Telecommunications Science and Technology (aug-13)|Shaanxi|CN|RSN|Enterprise|Off Maintenance|10719|4th Research Institute of Telecommunications Science and Technology (aug-13)
1072|Queens University Belfast - Institute of Electronics, Communications and Information Technology (ECIT)|County Antrim|IE|Default Value|University|On Maintenance|9242|Queens University Belfast
1072|Queens University Belfast - Institute of Electronics, Communications and Information Technology (ECIT)|County Antrim|IE|AWR|University|On Maintenance|9242|Queens University Belfast
10720|SK Telecom (jul-14)|Seoul|KR|AWR-KR|Enterprise|Off Maintenance|10720|SK Telecom (jul-14)
10721|Ericsson Magyarorszßg Kft. - R&D|Budapest|HU|RSH|Site|On Maintenance|1050|LM Ericsson
10722|Z119 Factory|Ha Noi|VN|NET|Enterprise|Off Maintenance|10722|Z119 Factory
10723|Vertu Corporation Ltd|Hampshire|GB|AWR-UK|Enterprise|On Maintenance|10723|Vertu Corporation Ltd
10724|Anritsu GmbH|Munich|DE|AWR-DE|Regional Office|Partner|10040023|Anritsu Corporation
10725|RFMD (UK) Ltd. - Reading|Berkshire|GB|AWR-UK|Site|On Maintenance|541|RF Micro Devices, Inc.
10726|Tatung System Technologies Inc|Tapei|TW|AWR-TSMC|Enterprise|Off Maintenance|10726|Tatung System Technologies Inc
10728|LOOP Electronics Pte Ltd|Singapore|SG|AWR-TSMC|Enterprise|On Maintenance|10728|LOOP Electronics Pte Ltd
10729|Indian Institute of Information Technology, Design & Manufacturing (IIITD&M) Kancheepuram - Electronics Engineering|Tamil Nadu|IN|IDA|University|On Maintenance|10795|International Institute of Information Technology (IIIT)
10730|Space Exploration Technologies Corporation (SpaceX)|CA|US|AWR-SW|Enterprise|On Maintenance|10730|Space Exploration Technologies Corporation (SpaceX)
10731|National Instruments - OR|OR|US|AWR-NW|Site|On Maintenance|6564|National Instruments
10732|Jerrick Hayes - Personal License|CA|US|AWR-NW|Enterprise|University Graduate|10732|Jerrick Hayes
10733|University of California - Davis|CA|US|AWR-NW|University|On Maintenance|10733|University of California
10734|Samuel Ajiboye - Personal License|Kent|GB|AWR-UK|Enterprise|University Graduate|10734|Samuel Ajiboye
10735|CAMPUS 02 Fachhochschule der Wirtschaft GmbH|Graz|AT|AWR-DE|University|On Maintenance|10735|CAMPUS 02 Fachhochschule der Wirtschaft GmbH
10736|Cameo Communications Inc|Taipei|TW|AWR-TSMC|Enterprise|On Maintenance|10736|Cameo Communications Inc
10737|Optenni Ltd|Espoo|FI|AWR-APL|Enterprise|Partner|10737|Optenni Ltd
10738|OAO NII Vector|Saint Petersburg|RU|ROD|Enterprise|Off Maintenance|10738|OAO NII Vector
1074|University of Ulster|Antrim|GB|AWR-NI|University|Ex-Customer|1074|University of Ulster
10740|ELDAAS Technologies PVT LTD|Karnataka|IN|IDA|Enterprise|On Maintenance|10740|ELDAAS Technologies PVT LTD
10742|University of Utah|UT|US|AWR-SW|University|On Maintenance|10742|University of Utah
10743|Povolzhsky State University of Technology - PGTU|Yoshkar-Ola|RU|AWR-NI|NI Academic|On Maintenance|10743|Povolzhsky State University of Technology
10744|Anite Telecoms Ltd.|Berkshire|GB|AWR-UK|Enterprise|On Maintenance|10744|Anite Telecoms Ltd.
10745|MBDA UK Ltd.|Hertfordshire|GB|AWR-UK|Enterprise|On Maintenance|10745|MBDA UK Ltd.
10746|Taiyo Yuden Co., Ltd. - Micro Device R&D Department|Gunma|JP|AWR-JP|Regional Office|On Maintenance|10060040|Taiyo Yuden Co. Ltd.
10747|Beijing Remote Sensing Equipment Research Institute (sep-13)|Beijing|CN|BLC|Enterprise|Off Maintenance|10747|Beijing Remote Sensing Equipment Research Institute (sep-13)
10748|Kuava Oy|Kuopio|FI|AWR-APL|Enterprise|Partner|10748|Kuava Oy
10749|Sitwala Mundia - Personal License|Leicestershire|GB|AWR-UK|Enterprise|University Graduate|10749|Sitwala Mundia
10751|Naval Research Laboratory (NRL) - Radar Surveillance Technology (Code 5348)|DC|US|AWR-SE|Regional Office|Off Maintenance|461|Naval Research Laboratory (NRL)
10752|Ruckus Wireless|CA|US|AWR-NW|Enterprise|Off Maintenance|10752|Ruckus Wireless
10753|Lab 126|CA|US|AWR-NW|Enterprise|On Maintenance|10753|Lab 126
10754|Tubitak UZAY|Ankara|TR|ANE|Regional Office|Off Maintenance|7967|Tubitak
10756|University of Akron|OH|US|AWR-NE|University|On Maintenance|10756|University of Akron
10757|Khanjan Baruah - Personal License|Assam|IN|AWR-AP|Enterprise|University Graduate|10757|Khanjan Baruah
10758|University of Oklahoma|OK|US|AWR-CE|University|On Maintenance|10758|University of Oklahoma
10759|Nitero Inc.|Victoria|AU|AWR-AU|Enterprise|On Maintenance|10759|Nitero Inc.
1076|Fresnel (aug-08)|LC|IT|MED|Enterprise|Off Maintenance|1076|Fresnel (aug-08)
10760|University of Duisburg - Essen                 |Essen|DE|AWR-NI|University|On Maintenance|10760|University of Duisburg
10761|Sairem|Neyron|FR|AWR-FR|Enterprise|On Maintenance|10761|Sairem
10762|JSC-Scientific Research Institute - Komponent|Zelenograd|RU|ETR|Enterprise|Off Maintenance|10762|JSC-Scientific Research Institute
10764|Zuken Inc. - Worldwide Headquarters|Kanagawa|JP|AWR-JP|Enterprise|Partner|10764|Zuken Inc.
10765|Arcadyan Technology Corporation|Hsinchu|TW|AWR-TSMC|Enterprise|Off Maintenance|10765|Arcadyan Technology Corporation
10766|Tunghai University|Taichung City|TW|AWR-NI|University|On Maintenance|10766|Tunghai University
10768|Microsoft Corporation|WA|US|AWR-NW|Enterprise|Off Maintenance|10768|Microsoft Corporation
10769|Prism Microwave|TX|US|AWR-CE|Enterprise|On Maintenance|10769|Prism Microwave
10770|Oregon Tech Wilsonville|OR|US|AWR-NW|University|On Maintenance|10770|Oregon Tech Wilsonville
10771|COMSYS Communications Systems Service GmbH|Bad Salzdetfurth|DE|AWR-DE|Enterprise|Off Maintenance|10771|COMSYS Communications Systems Service GmbH
10772|UniversitT Paul Sabatier - Toulouse 3|Cedex 9|FR|AWR-FR|University|On Maintenance|10395|LAAS-CNRS
10773|Beijing StarPoint Communication Software Co., Ltd|Beijing|CN|RSK|Enterprise|Off Maintenance|10773|Beijing StarPoint Communication Software Co., Ltd
10774|National Instruments - Chile|Santiago|CL|NI-CL|Rep|On Maintenance|6564|National Instruments
10775|Pace Americas|CA|US|AWR-SW|Enterprise|On Maintenance|10775|Pace Americas
10777|Norden Millimeter Inc.|CA|US|AWR-NW|Enterprise|Payment Due|10777|Norden Millimeter Inc.
10778|PS Audio Design Oy|Oulu|FI|AWR-APL|Enterprise|Off Maintenance|10778|PS Audio Design Oy
10779|Universite du Quebec a Rimouski |QC|CA|Default Value|University|On Maintenance|10779|Universite du Quebec a Rimouski 
10779|Universite du Quebec a Rimouski |QC|CA|AWR|University|On Maintenance|10779|Universite du Quebec a Rimouski 
1078|Universite Pierre et Marie Curie|Cedex 05|FR|AWR-NI|University|Ex-Customer|1078|Universite Pierre et Marie Curie
10780|EPCOS Inc. - Milpitas|CA|US|AWR-NW|Regional Office|On Maintenance|9240|EPCOS AG
10781|Zuken USA, Inc.|MA|US|AWR-NE|Regional Office|Partner|10764|Zuken Inc.
10782|Johns Hopkins University - Applied Physics Laboratory - Global Engagement Department|MD|US|AWR-SE|Regional Office|On Maintenance|9393|Johns Hopkins University
